138.410000	24.9764120	121.5497719	23.749029	-5.032529	0.224336	-0.006008	0.423511	17.977489	178.015665	0.136016	0.148815	0.107786	0.093957	0.119811	0.087712	3.092157	2.949286	1.529793	-136.222852	-123.310908	-187.757551	0.000224	0.000024	0.000018	0.000054	0.000007	0.000043	0.013630	-0.000283	-0.004310	24
138.519000	24.9764068	121.5497721	23.832927	-5.475761	0.269506	0.190132	0.583184	2.438981	177.789824	0.136387	0.149501	0.097096	0.096876	0.114608	0.081108	2.770862	1.332287	1.000975	-136.222738	-123.310889	-187.757570	0.002241	-0.000618	0.010765	0.004419	-0.003210	0.000426	0.136086	0.007705	-2.531842	56
138.619000	24.9764019	121.5497723	23.861523	-5.658056	0.290979	0.179414	1.216025	2.417252	177.657525	0.136337	0.150829	0.086717	0.096615	0.132014	0.083818	2.450543	1.072440	0.987502	-136.222740	-123.310884	-187.757570	0.005657	-0.002411	0.014188	0.004302	-0.005008	-0.000073	0.343846	0.032701	-3.335911	56
138.729000	24.9763964	121.5497725	23.900799	-5.826500	0.270973	0.231302	2.501968	2.665111	177.715441	0.137604	0.152611	0.078273	0.102844	0.126987	0.086141	1.682129	0.987624	0.960124	-136.222750	-123.310838	-187.757564	0.013986	-0.005261	0.024203	0.004407	-0.002321	-0.000538	0.853665	0.080321	-5.724040	56
138.829000	24.9763916	121.5497729	23.923177	-5.913292	0.303788	0.269069	2.328131	3.217498	177.543726	0.139755	0.155629	0.074120	0.110967	0.150095	0.087291	1.672207	0.962969	0.953444	-136.222716	-123.310890	-187.757613	0.026859	-0.004526	0.031971	0.005649	-0.004246	-0.000500	1.645244	0.071012	-7.562552	24
138.939000	24.9763862	121.5497732	23.959866	-6.014944	0.292895	0.282793	2.758922	3.704623	177.456742	0.142948	0.157715	0.070105	0.117029	0.132402	0.087638	1.169640	0.912755	0.908561	-136.222699	-123.310751	-187.757644	0.042929	-0.004426	0.054981	0.008377	-0.003993	0.000775	2.634786	0.065408	-13.052210	56
139.039000	24.9763816	121.5497736	24.003233	-6.020779	0.312059	0.343307	2.938572	4.459773	177.270580	0.146174	0.159584	0.067313	0.120841	0.119810	0.086216	0.878153	0.864743	0.866619	-136.222670	-123.310429	-187.757696	0.067782	-0.002612	0.097885	0.006359	0.010193	0.001772	4.166871	0.040068	-23.242078	56
139.149000	24.9763764	121.5497740	24.061639	-6.057767	0.339269	0.438135	3.087326	5.073647	177.072661	0.150481	0.162127	0.066132	0.126986	0.113871	0.084575	0.708699	0.825453	0.831522	-136.222659	-123.310094	-187.757694	0.087077	-0.000979	0.137622	0.004786	0.020483	0.001651	5.356125	0.021765	-32.721364	56
139.258000	24.9763729	121.5497749	24.155007	-5.820921	0.410877	0.586838	2.983897	6.696416	176.370149	0.151269	0.162307	0.059782	0.119021	0.101477	0.077218	0.588235	0.734098	0.749995	-136.222614	-123.309904	-187.757571	0.136531	0.001711	0.196908	-0.002778	0.023872	0.000638	8.402161	-0.012254	-46.852856	56
139.359000	24.9763693	121.5497756	24.203324	-5.711070	0.483178	0.632555	2.782528	7.570086	175.878648	0.151242	0.163411	0.055937	0.111627	0.100981	0.071310	0.580575	0.657986	0.698441	-136.222596	-123.310045	-187.757442	0.175956	0.002633	0.211426	-0.003711	0.024455	0.000252	10.825356	-0.023081	-50.296065	24
139.469000	24.9763642	121.5497763	24.248680	-5.755327	0.507121	0.652967	2.910824	7.775583	175.607220	0.151678	0.164065	0.053370	0.106914	0.091731	0.064876	0.492362	0.596118	0.650970	-136.222676	-123.309542	-187.757262	0.197251	0.002041	0.249141	-0.003772	0.023588	-0.002947	12.132732	-0.016229	-59.251172	56
139.569000	24.9763595	121.5497770	24.286281	-5.785847	0.529013	0.692883	3.028517	7.950380	175.374977	0.151358	0.164334	0.051169	0.101265	0.083309	0.058983	0.420921	0.540244	0.609633	-136.222814	-123.308929	-187.757072	0.221856	0.001774	0.289323	-0.004518	0.032689	-0.006421	13.640137	-0.013563	-68.813118	56
139.679000	24.9763541	121.5497778	24.326880	-5.852180	0.543854	0.701010	3.116322	7.913734	175.170118	0.151244	0.164847	0.049779	0.096074	0.076368	0.053780	0.360548	0.489898	0.573046	-136.223009	-123.308191	-187.756900	0.245415	0.001767	0.328327	-0.005656	0.040053	-0.009030	15.080871	-0.016191	-78.138053	56
139.789000	24.9763481	121.5497786	24.347070	-5.976295	0.580406	0.645654	3.079250	7.654786	175.009027	0.151260	0.165539	0.049245	0.091736	0.075770	0.050587	0.357644	0.449344	0.540686	-136.223066	-123.307954	-187.756787	0.265608	0.000300	0.319327	-0.005893	0.043249	-0.010545	16.315219	0.004435	-75.992021	24
139.899000	24.9763423	121.5497793	24.377949	-6.063044	0.593612	0.642116	3.126506	7.523491	174.909679	0.151091	0.165693	0.048403	0.087262	0.069814	0.046594	0.311509	0.411396	0.509565	-136.223277	-123.306740	-187.756708	0.288995	0.000902	0.373817	-0.012565	0.050259	-0.012488	17.739305	-0.004890	-88.977925	56
140.009000	24.9763366	121.5497800	24.357712	-6.142081	0.590044	0.634211	3.183726	7.246928	174.852174	0.147525	0.163248	0.044666	0.073869	0.059612	0.040356	0.269380	0.349966	0.450878	-136.223613	-123.305210	-187.756758	0.357570	0.000053	0.407209	-0.012182	0.066343	-0.011766	21.861269	0.007536	-97.012625	56
140.109000	24.9763310	121.5497806	24.375236	-6.229208	0.584800	0.589891	3.175033	7.045874	174.840619	0.147183	0.162929	0.043999	0.070079	0.055236	0.037592	0.239878	0.324157	0.424410	-136.223790	-123.303475	-187.756866	0.388498	0.001394	0.469200	-0.024229	0.078283	-0.009672	23.716345	-0.012564	-111.859554	56
140.219000	24.9763246	121.5497810	24.365844	-6.358095	0.576672	0.558303	3.273180	6.670381	174.941922	0.145017	0.161052	0.042277	0.061414	0.048739	0.033924	0.214982	0.286650	0.381562	-136.224036	-123.300941	-187.757275	0.435620	0.002734	0.537837	-0.010508	0.105686	-0.003055	26.544308	-0.032117	-128.316809	56
140.319000	24.9763185	121.5497814	24.344733	-6.488261	0.583051	0.514959	3.278191	6.299199	174.992127	0.143853	0.159827	0.041026	0.056336	0.046156	0.031715	0.212683	0.262037	0.355652	-136.224158	-123.299927	-187.757526	0.477465	-0.000452	0.508941	-0.010437	0.116220	0.001202	29.069209	0.011163	-121.402605	24
140.428000	24.9763121	121.5497820	24.344769	-6.590134	0.584041	0.501623	3.253188	6.016231	175.003910	0.143181	0.158971	0.039945	0.053034	0.042857	0.029598	0.191450	0.242225	0.330515	-136.224347	-123.297188	-187.757763	0.524046	0.001563	0.585209	-0.023711	0.144676	0.005213	31.816457	-0.016555	-139.724584	56
140.529000	24.9763067	121.5497827	24.351406	-6.623423	0.581392	0.491027	3.287632	5.907382	174.997397	0.142479	0.158098	0.038793	0.049717	0.039657	0.027667	0.172066	0.224079	0.307862	-136.224512	-123.295042	-187.757912	0.601015	0.003664	0.649981	-0.018112	0.142819	0.007521	36.001244	-0.044573	-155.354602	56
140.629000	24.9763007	121.5497832	24.340785	-6.717906	0.577456	0.471161	3.355187	5.664243	175.035390	0.141973	0.157479	0.038022	0.047435	0.038730	0.026299	0.170283	0.209561	0.295342	-136.224654	-123.294082	-187.758133	0.648046	-0.000185	0.606055	-0.021310	0.148744	0.011403	38.753398	0.007661	-144.808685	24
140.739000	24.9762941	121.5497837	24.344747	-6.807751	0.592481	0.434104	3.258921	5.445995	175.069032	0.141584	0.156928	0.037305	0.045565	0.036518	0.024861	0.153891	0.196227	0.277846	-136.224779	-123.290953	-187.758458	0.702711	0.002360	0.685396	-0.048350	0.137698	0.016208	41.833113	-0.028158	-163.934418	56
140.839000	24.9762884	121.5497843	24.348828	-6.865921	0.578442	0.433050	3.248042	5.318797	175.119608	0.141095	0.156328	0.036468	0.043516	0.034365	0.023514	0.139800	0.183637	0.261946	-136.224921	-123.287994	-187.758830	0.776701	0.005792	0.770348	-0.043965	0.121570	0.018923	45.684871	-0.072499	-184.450918	56
140.949000	24.9762816	121.5497849	24.357696	-6.953154	0.560104	0.401684	3.339905	5.184576	175.157338	0.140734	0.155908	0.035999	0.041974	0.033939	0.022517	0.138102	0.172495	0.254036	-136.225038	-123.287374	-187.758952	0.818265	0.002286	0.723071	-0.044494	0.122597	0.020613	47.965484	-0.025092	-173.082932	24
141.049000	24.9762761	121.5497856	24.384148	-6.952831	0.560122	0.419698	3.356253	5.242500	175.198052	0.140238	0.155352	0.035238	0.039978	0.031925	0.021333	0.125964	0.161227	0.240122	-136.224996	-123.285953	-187.759210	0.922384	0.006792	0.801647	-0.028075	0.077947	0.011833	52.563460	-0.069666	-192.109464	56
